"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Selby,Australia,Studio Luxury Suite,3 nights,"
May","2022
", 9.0 ,"Location was the biggest plus. Only a 20-minute walk from Circular Quay and close to rail, tram and bus links.",None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Tam,Hong Kong,One-Bedroom Suite - Disability Access,30 nights,"
May","2022
", 9.0 ,Staff is friendly,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Roin,Australia,Studio Luxury Suite,1 night,"
May","2022
", 9.0 ,None,Receptiom slow & her English difficult to understand,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Yvette,Australia,Three-Bedroom Darling Suite,4 nights,"
May","2022
", 8.0 ,"Great location, handy to public transport, great views and unit was very clean.  also very friendly staff.","Our three bedroom unit had fully equipped kitchen but not fully equipped with utensils ie no large sharp knives, no tea towels.  One of the bathrooms also had poor drainage and water went everywhere when showering.",en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Kylie,Australia,Studio Luxury Suite,1 night,"
May","2022
", 9.0 ,clean,cost,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Aiko,Australia,Studio Luxury Suite,3 nights,"
May","2022
", 8.0 ,All staff were friendly and willing to help. The room was extremely clean and bed was so comfy.,A temperature of a sauna was always low and it took time to get it up. A little bit far from the nearest train and tram.( there is a steep as well),en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Lewis,Australia,Studio Luxury Suite,3 nights,"
May","2022
", 10 ,all high scores. very enjoyable stay.,There was a minor issue with the shower whereby the temperature was a little difficult to control. My friends apparently had the same issue. But is was only a minor problem. I do have a suggestion though for the showers; that maybe Meriton should consider installing grab handles in the shower cabinets. since older people could easily slip and fall on the slippery floor.,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Mike4,Australia,One-Bedroom Suite - Disability Access,1 night,"
April","2022
", 9.0 ,Location was excellent as we were attending an event at Darling Harbour.,Toilet had not been cleaned properly.Also some utensils missing from kitchen.,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Mitchell,Australia,Studio Luxury Suite,8 nights,"
May","2022
", 10 ,"perfect location, excellent staff and a safe elevator access and room locks","there was a small about of mold around the shower, the bed was on rollers, so it moved around a lot.",en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Scott,Australia,Studio Luxury Suite,1 night,"
May","2022
", 10 ,Very friendly front line staff,Nil,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Joshua,Australia,One-Bedroom Luxury Suite,1 night,"
May","2022
", 9.0 ,loved almost everything great location big room,bed was too hard,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Akesa,Australia,One-Bedroom Suite - Disability Access,1 night,"
May","2022
", 10 ,"clean , have big room",None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Jacelyn,Australia,Studio Luxury Suite,1 night,"
May","2022
", 10 ,modern facilities,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Sam,Australia,Studio Luxury Suite,1 night,"
May","2022
", 9.0 ,"Overall room was nice, comfortable and clean.",Shower pressure.,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Robert,Australia,One-Bedroom Luxury Suite,2 nights,"
May","2022
", 10 ,rooms were very well appointed,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Des,Australia,Studio Luxury Suite,2 nights,"
May","2022
", 8.0 ,location and staff,"the shower was terrible, it had low pressure and it constantly went from cold to boiling hot without touching the tap.",en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Lim,Singapore,One-Bedroom Luxury Suite,4 nights,"
May","2022
", 8.0 ,location is superb,washing machine not that powerful,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Kylie,Australia,Studio Luxury Suite,2 nights,"
May","2022
", 10 ,location & size of the rooms,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Eloise,Australia,Studio Luxury Suite,1 night,"
May","2022
", 9.0 ,"cleanliness
good value for money","N/A
- should’ve stayed longer",en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Walsh,Australia,Studio Luxury Suite,2 nights,"
May","2022
", 10 ,"Very good location, easy walking to all areas of the city",None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Tyree,Australia,Studio Luxury Suite,1 night,"
May","2022
", 9.0 ,None,parking,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Anna,Australia,One Bedroom Darling Suite,5 nights,"
May","2022
", 10 ,"we loved the location, the views, the cleanliness and facilities, and the staff were attentive",None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Leanda,Australia,Two-Bedroom Luxury Suite,3 nights,"
April","2022
", 9.2 ,"Large modern rooms,
Comfy beds and big sliding doors onto a great balcony.",Could’ve been a bit cleaner,en-us
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Ashley,Australia,One-Bedroom Luxury Suite,1 night,"
May","2022
", 9.0 ,The rooms were styled beautifully and staff very helpful.,The lifts were confusing and no milk in rooms,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Meg,Australia,One-Bedroom Luxury Suite,4 nights,"
February","2022
", 10 ,clean and modern,nothing it was great,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Colleen,Australia,One-Bedroom Suite - Disability Access,1 night,"
May","2022
", 10 ,Staff are friendly and very helpful. Clean and very comfortable,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Stephanie,Australia,Studio Luxury Suite,2 nights,"
May","2022
", 10 ,"Location, cost, room layout, amenities, staff helpfulness",It was perfect,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Silverdogman,Australia,One Bedroom Darling Suite,5 nights,"
May","2022
", 10 ,"Location for my Conference. Central to city shopping, chinatown and Darling Harbour.",None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Emily,Australia,Studio Luxury Suite,2 nights,"
May","2022
", 10 ,"Location is great, super close to the harbour and staff were very helpful and friendly",bed and pillows were a little hard other than that everything was perfect,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Graham,Australia,Two-Bedroom Luxury Suite,2 nights,"
February","2022
", 10 ,"Location, room",None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Lyndal,Australia,Studio Luxury Suite,3 nights,"
May","2022
", 10 ,"Everything, the size of the apartment, the facilities in the kitchen but most of all the most comfortable bed I’ve ever slept on. Staff were also super friendly.",Nothing,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Gareth,Australia,One-Bedroom Suite - Disability Access,2 nights,"
May","2022
", 10 ,very spacious with lounge and kitchen. very modern. like a city penthouse. two tvs. massive shower.,no shelf for toiletries,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Rocky,Australia,Two-Bedroom Luxury Suite,3 nights,"
April","2022
", 10 ,We had an amazing view of the city from our suite. Excellent location. Would definitely stay here again.,The property doesn't have a car park.,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Kerrie,Australia,One-Bedroom Suite - Disability Access,6 nights,"
May","2022
", 8.0 ,None,Didn't like not having room service and only having one room clean for the week. I understand we have had covid but a daily room is so nice.,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Shannon,Australia,Studio Luxury Suite,4 nights,"
April","2022
", 8.0 ,Good location.,No housekeeping.,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Brooke,United Kingdom,Three-Bedroom Darling Suite,1 night,"
April","2022
", 9.0 ,lovely furnishings in a spacious and clean setting. great views,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Joe,Australia,Studio Luxury Suite,2 nights,"
March","2022
", 9.0 ,"Great location, very smartly presented hotel, lots of space in the room, very good stay.",None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Gregory,Australia,One-Bedroom Luxury Suite,4 nights,"
May","2022
", 10 ,"the location is perfect for the light rail, Access to Darling Harbour and Town Hall weâ€™re both a 5-10 minute walk from the complex.  
The rooms were really quiet, no road noise which was. bonus I. the busy city.",None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Keren,Australia,One-Bedroom Luxury Suite,1 night,"
May","2022
", 9.0 ,"The Meriton Aprtments were lovely, bright,clean comfy rooms. We had the King Apartment, they had tea and coffee. Close to Darling Harbour to eat and shops just up the hill on George St.","Clogged drain in shower which we reported, and no Milk !",en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Kelly,Australia,Three-Bedroom Darling Suite,1 night,"
April","2022
", 8.0 ,The Meriton Suites on Sussex Street was in an excellent location.  We walked to Darling Harbour for breakfast & found it was really central & perfect for our requirements.  Front desk staff were great & very helpful,We found it was missing some basics like dishwashing liquid,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Jason,Australia,One-Bedroom Suite - Disability Access,2 nights,"
May","2022
", 8.0 ,The proximity to all the city has to offer. you could walk to most venues and was nice and quiet.,Nothing it was really nice without any complaints,en-us
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Michelle,New Zealand,Two-Bedroom Luxury Suite,8 nights,"
May","2022
", 9.0 ,"Excellent location, handy to everything. Spacious well appointed and very comfortable apartment with a view of Darling Harbour. Full kitchen, so easy to cook our own meals. Great pool/spa/sauna facilities. Staff were super helpful",No pots in the kitchen other than a huge soup pot so we had to be a bit creative.,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Alim,Australia,One Bedroom Darling Suite,2 nights,"
March","2022
", 10 ,Honestly loved everything about the hotel! Great location. Beautiful view and comfortable beds,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Chloe,Australia,Studio Luxury Suite,1 night,"
March","2022
", 10 ,everything,nothing,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Leanne,Australia,One-Bedroom Luxury Suite,3 nights,"
April","2022
", 10 ,Everything was great.,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Jeremy,Australia,Two-Bedroom Luxury Suite,4 nights,"
April","2022
", 10 ,Cleanliness and room sizes in the suites,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Katarina,Australia,Studio Luxury Suite,2 nights,"
April","2022
", 10 ,Rooms were amazing!! Service was perfect ðŸ‘ŒðŸ‘Œ couldnt fault anything!!,Nothing!,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Meredith,Australia,Two-Bedroom Luxury Suite,4 nights,"
April","2022
", 8.0 ,Beautifully appointed suite in good proximity to the ICC and city,The staff at check in were appalingly rude. The lack of cleaning - the no cleaning policy felt like an excuse to get out of customer service.,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Kumaran,Sri Lanka,Studio Luxury Suite,3 nights,"
April","2022
", 9.0 ,Cleanliness,Price,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Liang,Hong Kong,One-Bedroom Luxury Suite,3 nights,"
April","2022
", 9.0 ,The house keeping is thorough and staff are helpful.  Bed is super comfortable.,No housekeeping,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Rosie,Australia,Studio Luxury Suite,1 night,"
April","2022
", 10 ,"The bed was the best bed that we have had in any motel in a very long time. The room was so quiet could believe we were in the CBD, didnt have time to eat so cannot comment on what was availbale",Nothing,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Nicholas,Australia,Studio Luxury Suite,2 nights,"
April","2022
", 10 ,Clean and tidy. Staff were always friendly and helpful.,None,en
"Meriton Suites Sussex Street, Sydney",Sydney CBD,Sydney,5.0,8.7,meriton-suites-sussex-street,3799,Travelman86,Australia,Two-Bedroom Luxury Suite,3 nights,"
April","2022
", 9.0 ,"The staff were very friendly and helpful. The room was a great size, very clean, the bed was very comfortable, we had a great view of the city and darling harbour.",With the parking you need to tell people to pre book the parking as it will be cheaper then paying for it when you stay.,en
